EmpID,First Name,Last Name,Status,Position,ImmediateSup,DateFrom,DateTo,TimeIn,TimeOut,HoursWorked,Duration,AttendanceType,AttendanceStat,VLCount,VLUsed,VLBal,SLCount,SLUsed,SLBal
10001,Jose,Crisostomo,Regular,HR Manager,N/A,11-Jan-22,11-Jan-22,0:00:00,0:00:00,8,1,Work,Approved,15,0,15,15,0,15
10002,Christian,Mata,Regular,Account Team Leader,Romualdez Fredrick ,11-Jan-22,11-Jan-22,0:00:00,0:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10003,Brad ,San Jose,Regular,HR Team Leader,Villanueva Andrea Mae,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Rejected,15,0,15,15,0,15
10004,Anthony,Salcedo,Regular,Payroll Manager,Alvaro Roderick,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10005,Alice,Romualdez,Regular,HR Rank and File,San Jose Brad,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Rejected,15,0,15,15,0,15
10006,Rosie ,Atienza,Regular,HR Rank and File,San Jose Brad,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10007,Martha,Farala,Regular,Payroll Rank and File,Salcedo Anthony,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10008,Leila,Martinez,Regular,Payroll Rank and File,Salcedo Anthony,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10009,Allison ,San Jose,Regular,Account Rank and File,Mata Christian,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10010,Cydney ,Rosario,Regular,Account Rank and File,Mata Christian,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10011,Josie ,Lopez,Regular,Payroll Team Leader,Salcedo Anthony,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10012,Selena ,De Leon,Regular,Account Team Leader,Romualdez Fredrick ,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10013,Fredrick ,Romualdez,Regular,Account Manager,Lim Antonio,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10014,Mark ,Bautista,Regular,Account Rank and File,Mata Christian,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10015,Darlene ,Lazaro,Probationary,Account Rank and File,Mata Christian,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10016,Kolby ,Delos Santos,Probationary,Account Rank and File,Mata Christian,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10017,Vella ,Santos,Probationary,Account Rank and File,Mata Christian,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10018,Tomas,Del Rosario,Probationary,Account Rank and File,Mata Christian,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10019,Jacklyn ,Tolentino,Probationary,Account Rank and File,De Leon Selena,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10020,Percival ,Gutierrez,Probationary,Account Rank and File,De Leon Selena,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10021,Garfield ,Manalaysay,Probationary,Account Rank and File,De Leon Selena,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10022,Lizeth ,Villegas,Probationary,Account Rank and File,De Leon Selena,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10023,Carol ,Ramos,Probationary,Account Rank and File,De Leon Selena,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10024,Emelia ,Maceda,Probationary,Account Rank and File,De Leon Selena,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10025,Delia ,Aguilar,Probationary,Account Rank and File,De Leon Selena,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10001,Jose,Crisostomo,Regular,HR Manager,N/A,12-Jan-22,12-Jan-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10002,Christian,Mata,Regular,Account Team Leader,Romualdez Fredrick ,12-Jan-22,12-Jan-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10003,Brad ,San Jose,Regular,HR Team Leader,Villanueva Andrea Mae,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Rejected,15,0,15,15,0,15
10004,Anthony,Salcedo,Regular,Payroll Manager,Alvaro Roderick,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10005,Alice,Romualdez,Regular,HR Rank and File,San Jose Brad,09-May-22,09-May-22,8:15:00,17:00:00,8,1,Work,Rejected,15,0,15,15,0,15
10006,Rosie ,Atienza,Regular,HR Rank and File,San Jose Brad,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Closed-Late,15,0,15,15,0,15
10007,Martha,Farala,Regular,Payroll Rank and File,Salcedo Anthony,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10008,Leila,Martinez,Regular,Payroll Rank and File,Salcedo Anthony,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10009,Allison ,San Jose,Regular,Account Rank and File,Mata Christian,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10010,Cydney ,Rosario,Regular,Account Rank and File,Mata Christian,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10011,Josie ,Lopez,Regular,Payroll Team Leader,Salcedo Anthony,09-May-22,09-May-22,10:30:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10012,Selena ,De Leon,Regular,Account Team Leader,Romualdez Fredrick ,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Closed-Late,15,0,15,15,0,15
10013,Fredrick ,Romualdez,Regular,Account Manager,Lim Antonio,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10014,Mark ,Bautista,Regular,Account Rank and File,Mata Christian,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10015,Darlene ,Lazaro,Probationary,Account Rank and File,Mata Christian,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10016,Kolby ,Delos Santos,Probationary,Account Rank and File,Mata Christian,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10017,Vella ,Santos,Probationary,Account Rank and File,Mata Christian,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10018,Tomas,Del Rosario,Probationary,Account Rank and File,Mata Christian,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10019,Jacklyn ,Tolentino,Probationary,Account Rank and File,De Leon Selena,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10020,Percival ,Gutierrez,Probationary,Account Rank and File,De Leon Selena,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10021,Garfield ,Manalaysay,Probationary,Account Rank and File,De Leon Selena,09-May-22,09-May-22,13:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10022,Lizeth ,Villegas,Probationary,Account Rank and File,De Leon Selena,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Closed-Late,15,0,15,15,0,15
10023,Carol ,Ramos,Probationary,Account Rank and File,De Leon Selena,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10024,Emelia ,Maceda,Probationary,Account Rank and File,De Leon Selena,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10025,Delia ,Aguilar,Probationary,Account Rank and File,De Leon Selena,09-May-22,09-May-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10001,Jose,Crisostomo,Regular,HR Manager,N/A,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10002,Christian,Mata,Regular,Account Team Leader,Romualdez Fredrick ,09-Feb-22,09-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10003,Brad,San Jose,Regular,HR Team Leader,Villanueva Andrea Mae,16-Sep-22,16-Sep-22,16:00:00,17:00:00,0,1,VL Request,Rejected,15,0,15,15,0,15
10004,Anthony,Salcedo,Regular,Payroll Manager,Alvaro Roderick,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10005,Alice,Romualdez,Regular,HR Rank and File,San Jose Brad,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Rejected,15,0,15,15,0,15
10006,Rosie ,Atienza,Regular,HR Rank and File,San Jose Brad,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10007,Martha,Farala,Regular,Payroll Rank and File,Salcedo Anthony,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10008,Leila,Martinez,Regular,Payroll Rank and File,Salcedo Anthony,09-Jun-22,09-Jun-22,8:10:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10009,Allison ,San Jose,Regular,Account Rank and File,Mata Christian,09-Jun-22,09-Jun-22,0:00:00,0:00:00,8,1,Work,Approved,15,0,15,15,0,15
10010,Cydney ,Rosario,Regular,Account Rank and File,Mata Christian,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Closed,15,0,15,15,0,15
10011,Josie ,Lopez,Regular,Payroll Team Leader,Salcedo Anthony,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10012,Selena ,De Leon,Regular,Account Team Leader,Romualdez Fredrick ,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10013,Fredrick ,Romualdez,Regular,Account Manager,Lim Antonio,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10014,Mark ,Bautista,Regular,Account Rank and File,Mata Christian,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10015,Darlene ,Lazaro,Probationary,Account Rank and File,Mata Christian,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10016,Kolby ,Delos Santos,Probationary,Account Rank and File,Mata Christian,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10017,Vella ,Santos,Probationary,Account Rank and File,Mata Christian,09-Jun-22,09-Jun-22,8:05:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10018,Tomas,Del Rosario,Probationary,Account Rank and File,Mata Christian,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10019,Jacklyn ,Tolentino,Probationary,Account Rank and File,De Leon Selena,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10020,Percival ,Gutierrez,Probationary,Account Rank and File,De Leon Selena,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10021,Garfield ,Manalaysay,Probationary,Account Rank and File,De Leon Selena,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10022,Lizeth ,Villegas,Probationary,Account Rank and File,De Leon Selena,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10023,Carol ,Ramos,Probationary,Account Rank and File,De Leon Selena,09-Jun-22,09-Jun-22,9:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10024,Emelia ,Maceda,Probationary,Account Rank and File,De Leon Selena,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Closed-Late,15,0,15,15,0,15
10025,Delia ,Aguilar,Probationary,Account Rank and File,De Leon Selena,09-Jun-22,09-Jun-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10031,Andrea Mae,Villanueva,Regular,HR Manager,Lim Antonio,04-Feb-23,04-Feb-23,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10031,Andrea Mae,Villanueva,Regular,HR Manager,Lim Antonio,05-Feb-23,05-Feb-23,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10031,Andrea Mae,Villanueva,Regular,HR Manager,Lim Antonio,06-Feb-23,06-Feb-23,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10031,Andrea Mae,Villanueva,Regular,HR Manager,Lim Antonio,07-Feb-23,07-Feb-23,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10031,Andrea Mae,Villanueva,Regular,HR Manager,Lim Antonio,08-Feb-23,08-Feb-23,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10001,Jose,Crisostomo,Regular,HR Manager,N/A,11-Feb-22,11-Feb-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10002,Christian,Mata,Regular,Account Team Leader,Romualdez Fredrick ,11-Feb-22,11-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10003,Brad ,San Jose,Regular,HR Team Leader,Villanueva Andrea Mae,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Rejected,15,0,15,15,0,15
10004,Anthony,Salcedo,Regular,Payroll Manager,Alvaro Roderick,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10005,Alice,Romualdez,Regular,HR Rank and File,San Jose Brad,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Rejected,15,0,15,15,0,15
10006,Rosie ,Atienza,Regular,HR Rank and File,San Jose Brad,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10007,Martha,Farala,Regular,Payroll Rank and File,Salcedo Anthony,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10008,Leila,Martinez,Regular,Payroll Rank and File,Salcedo Anthony,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10009,Allison ,San Jose,Regular,Account Rank and File,Mata Christian,09-Jul-22,09-Jul-22,0:00:00,0:00:00,8,1,Work,Approved,15,0,15,15,0,15
10010,Cydney ,Rosario,Regular,Account Rank and File,Mata Christian,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Closed,15,0,15,15,0,15
10011,Josie ,Lopez,Regular,Payroll Team Leader,Salcedo Anthony,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10012,Selena ,De Leon,Regular,Account Team Leader,Romualdez Fredrick ,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10013,Fredrick ,Romualdez,Regular,Account Manager,Lim Antonio,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10014,Mark ,Bautista,Regular,Account Rank and File,Mata Christian,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10015,Darlene ,Lazaro,Probationary,Account Rank and File,Mata Christian,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10016,Kolby ,Delos Santos,Probationary,Account Rank and File,Mata Christian,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10017,Vella ,Santos,Probationary,Account Rank and File,Mata Christian,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10018,Tomas,Del Rosario,Probationary,Account Rank and File,Mata Christian,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10019,Jacklyn ,Tolentino,Probationary,Account Rank and File,De Leon Selena,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10020,Percival ,Gutierrez,Probationary,Account Rank and File,De Leon Selena,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10021,Garfield ,Manalaysay,Probationary,Account Rank and File,De Leon Selena,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10022,Lizeth ,Villegas,Probationary,Account Rank and File,De Leon Selena,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10023,Carol ,Ramos,Probationary,Account Rank and File,De Leon Selena,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10024,Emelia ,Maceda,Probationary,Account Rank and File,De Leon Selena,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10025,Delia ,Aguilar,Probationary,Account Rank and File,De Leon Selena,09-Jul-22,09-Jul-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10001,Jose,Crisostomo,Regular,HR Manager,N/A,12-Feb-22,12-Feb-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10002,Christian,Mata,Regular,Account Team Leader,Romualdez Fredrick ,12-Feb-22,12-Feb-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10003,Brad ,San Jose,Regular,HR Team Leader,Villanueva Andrea Mae,09-Aug-22,09-Aug-22,8:00:00,17:00:00,8,1,Work,Rejected,15,0,15,15,0,15
10004,Anthony,Salcedo,Regular,Payroll Manager,Alvaro Roderick,09-Aug-22,09-Aug-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10005,Alice,Romualdez,Regular,HR Rank and File,San Jose Brad,09-Aug-22,09-Aug-22,8:00:00,17:00:00,8,1,Work,Rejected,15,0,15,15,0,15
10006,Rosie ,Atienza,Regular,HR Rank and File,San Jose Brad,09-Aug-22,09-Aug-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10007,Martha,Farala,Regular,Payroll Rank and File,Salcedo Anthony,09-Aug-22,09-Aug-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10008,Leila,Martinez,Regular,Payroll Rank and File,Salcedo Anthony,09-Aug-22,09-Aug-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10009,Allison ,San Jose,Regular,Account Rank and File,Mata Christian,09-Aug-22,09-Aug-22,0:00:00,0:00:00,8,1,Work,Approved,15,0,15,15,0,15
10010,Cydney ,Rosario,Regular,Account Rank and File,Mata Christian,09-Aug-22,09-Aug-22,8:00:00,17:00:00,8,1,Work,Closed,15,0,15,15,0,15
10011,Josie ,Lopez,Regular,Payroll Team Leader,Salcedo Anthony,09-Aug-22,09-Aug-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10012,Selena ,De Leon,Regular,Account Team Leader,Romualdez Fredrick ,09-Aug-22,09-Aug-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10013,Fredrick ,Romualdez,Regular,Account Manager,Lim Antonio,09-Aug-22,09-Aug-22,10:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10014,Mark ,Bautista,Regular,Account Rank and File,Mata Christian,09-Aug-22,09-Aug-22,10:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10015,Darlene ,Lazaro,Probationary,Account Rank and File,Mata Christian,09-Aug-22,09-Aug-22,10:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10016,Kolby ,Delos Santos,Probationary,Account Rank and File,Mata Christian,09-Aug-22,09-Aug-22,10:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10017,Vella ,Santos,Probationary,Account Rank and File,Mata Christian,09-Aug-22,09-Aug-22,10:00:00,17:00:00,8,1,Work,Closed-Late,15,0,15,15,0,15
10018,Tomas,Del Rosario,Probationary,Account Rank and File,Mata Christian,09-Aug-22,09-Aug-22,10:00:00,17:00:00,8,1,Work,Closed-Late,15,0,15,15,0,15
10019,Jacklyn ,Tolentino,Probationary,Account Rank and File,De Leon Selena,09-Aug-22,09-Aug-22,10:00:00,17:00:00,8,1,Work,Closed-Late,15,0,15,15,0,15
10020,Percival ,Gutierrez,Probationary,Account Rank and File,De Leon Selena,09-Aug-22,09-Aug-22,10:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10021,Garfield ,Manalaysay,Probationary,Account Rank and File,De Leon Selena,09-Aug-22,09-Aug-22,10:00:00,17:00:00,8,1,Work,Closed-Late,15,0,15,15,0,15
10022,Lizeth ,Villegas,Probationary,Account Rank and File,De Leon Selena,09-Aug-22,09-Aug-22,10:00:00,17:00:00,8,1,Work,Closed-Late,15,0,15,15,0,15
10023,Carol ,Ramos,Probationary,Account Rank and File,De Leon Selena,09-Aug-22,09-Aug-22,10:00:00,17:00:00,8,1,Work,Closed-Late,15,0,15,15,0,15
10024,Emelia ,Maceda,Probationary,Account Rank and File,De Leon Selena,09-Aug-22,09-Aug-22,10:00:00,17:00:00,8,1,Work,Closed-Late,15,0,15,15,0,15
10025,Delia ,Aguilar,Probationary,Account Rank and File,De Leon Selena,09-Aug-22,09-Aug-22,10:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10001,Jose,Crisostomo,Regular,HR Manager,N/A,10-Mar-22,10-Mar-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
10002,Christian,Mata,Regular,Account Team Leader,Romualdez Fredrick ,10-Mar-22,10-Mar-22,8:00:00,17:00:00,8,1,Work,Closed-On Time,15,0,15,15,0,15
10003,Brad ,San Jose,Regular,HR Team Leader,Villanueva Andrea Mae,09-Sep-22,09-Sep-22,8:00:00,17:00:00,8,1,Work,Rejected,15,0,15,15,0,15
10004,Anthony,Salcedo,Regular,Payroll Manager,Alvaro Roderick,09-Sep-22,09-Sep-22,8:00:00,17:00:00,8,1,Work,Approved,15,0,15,15,0,15
